BondIDType,BondID,Price,Spread1,Spread2,Spread3,Spread4,Spread5,Size1,Size2,Size3,Size4,Size5
CUSIP,912810RJ9,100-046,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-046,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-046,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-046,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-046,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-046,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-046,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-047,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-047,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-047,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-047,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-047,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-047,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-047,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-050,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-050,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-050,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-050,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-050,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-050,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-050,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-051,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-051,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-051,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-051,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-051,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-051,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-051,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-052,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-052,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-052,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-052,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-052,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-052,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-052,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-053,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-053,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-053,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-053,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-053,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-053,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-053,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-05+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-05+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-05+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-05+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-05+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-05+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-05+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-055,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-055,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-055,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-055,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-055,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-055,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-055,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-056,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-056,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-056,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-056,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-056,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-056,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-056,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-057,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-057,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-057,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-057,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-057,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-057,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-057,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-060,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-060,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-060,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-060,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-060,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-060,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-060,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-061,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-061,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-061,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-061,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-061,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-061,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-061,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-062,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-062,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-062,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-062,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-062,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-062,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-062,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-063,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-063,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-063,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-063,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-063,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-063,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-063,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-06+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-06+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-06+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-06+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-06+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-06+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-06+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-065,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-065,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-065,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-065,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-065,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-065,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-065,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-066,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-066,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-066,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-066,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-066,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-066,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-066,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-067,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-067,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-067,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-067,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-067,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-067,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-067,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-070,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-070,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-070,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-070,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-070,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-070,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-070,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-071,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-071,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-071,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-071,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-071,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-071,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-071,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-072,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-072,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-072,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-072,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-072,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-072,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-072,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-073,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-073,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-073,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-073,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-073,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-073,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-073,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-07+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-07+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-07+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-07+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-07+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-07+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-07+,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-075,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-075,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-075,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-075,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-075,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-075,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-075,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-076,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-076,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-076,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-076,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-076,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-076,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-076,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-077,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-077,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-077,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-077,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-077,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-077,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-077,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-080,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-080,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-080,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-080,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-080,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-080,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-080,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-081,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-081,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-081,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-081,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-081,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-081,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-081,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-082,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-082,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-082,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-082,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-082,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-082,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-082,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-083,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-083,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-083,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-083,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-083,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-083,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-083,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-08+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-08+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-08+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-08+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-08+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-08+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-08+,0-002,0-00+,0-006,0-010,0-012,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-085,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-085,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-085,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-085,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-085,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-085,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-085,0-00+,0-006,0-010,0-012,0-01+,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-086,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-086,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-086,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-086,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-086,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-086,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-086,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-087,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810UE6,100-087,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912828YU8,100-087,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CAY7,100-087,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CDJ7,100-087,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CFY2,100-087,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,91282CLW9,100-087,0-010,0-012,0-01+,0-016,0-020,10000000,20000000,30000000,40000000,50000000
CUSIP,912810RJ9,100-090,0-006,0-010,0-012,0-01+,0-016,10000000,20000000,30000000,40000000,50000000
